season,team_id,domestic_position,league_team_count,is_league_champion,is_cup_winner,european_entry_type,competition,entry_round,history_position_t_minus_5,history_team_count_t_minus_5,history_position_t_minus_4,history_team_count_t_minus_4,history_position_t_minus_3,history_team_count_t_minus_3,history_position_t_minus_2,history_team_count_t_minus_2,history_position_t_minus_1,history_team_count_t_minus_1
2026/27,AO-UEFA-52770,4.0,16.0,False,False,N4,UECL,CO-Q2,10.0,16.0,14.0,16.0,,,2.0,16.0,2.0,16.0
2026/27,AO-UEFA-53001,3.0,16.0,False,False,N3,UEL,EL-Q2,,,12.0,16.0,7.0,16.0,3.0,16.0,13.0,16.0
2026/27,AO-UEFA-52319,1.0,16.0,True,False,CH,UCL,CL-PO,6.0,16.0,3.0,16.0,11.0,16.0,4.0,16.0,3.0,16.0
2026/27,AO-UEFA-50145,5.0,18.0,False,False,N5,UECL,CO-Q2,,,,,,,,,8.0,18.0
2026/27,AO-UEFA-50063,2.0,18.0,False,True,N2,UCL,CL-Q2nc,10.0,16.0,8.0,18.0,6.0,18.0,6.0,18.0,9.0,18.0
2026/27,AO-UEFA-2600277,3.0,18.0,False,False,N3,UEL,EL-Q3,9.0,16.0,12.0,18.0,14.0,18.0,1.0,18.0,3.0,18.0
2026/27,AO-UEFA-64227,1.0,18.0,True,False,CH,UCL,CL-Q2,11.0,16.0,1.0,18.0,3.0,18.0,5.0,18.0,1.0,18.0
2026/27,AO-UEFA-60566,4.0,18.0,False,False,N4,UECL,CO-Q2,2.0,16.0,2.0,18.0,1.0,18.0,7.0,18.0,2.0,18.0
2026/27,AO-UEFA-50147,3.0,18.0,False,False,N3,UEL,EL-Q2,3.0,18.0,3.0,18.0,1.0,18.0,2.0,18.0,2.0,18.0
2026/27,AO-UEFA-50064,1.0,18.0,True,False,CH,UCL,CL-LS,2.0,18.0,1.0,18.0,2.0,18.0,3.0,18.0,3.0,18.0
2026/27,AO-UEFA-52336,4.0,18.0,False,False,N4,UECL,CO-Q2,4.0,18.0,4.0,18.0,3.0,18.0,4.0,18.0,4.0,18.0
2026/27,AO-UEFA-50149,2.0,18.0,False,False,N2,UCL,CL-LS,1.0,18.0,2.0,18.0,4.0,18.0,1.0,18.0,1.0,18.0
2026/27,AO-UEFA-2603107,,,False,True,CW,UEL,EL-LS,,,,,,,,,,
2026/27,AO-UEFA-88131,3.0,16.0,False,False,N3,UECL,CO-Q2,2.0,16.0,1.0,16.0,2.0,16.0,3.0,16.0,2.0,16.0
2026/27,AO-UEFA-50065,4.0,16.0,False,False,N4,UECL,CO-Q2,1.0,16.0,2.0,16.0,3.0,16.0,1.0,16.0,1.0,16.0
2026/27,AO-UEFA-53025,2.0,16.0,False,False,N2,UEL,EL-Q1,,,,,9.0,16.0,7.0,16.0,4.0,16.0
2026/27,AO-UEFA-2606501,1.0,16.0,True,True,CH,UCL,CL-Q1,3.0,16.0,3.0,16.0,4.0,16.0,4.0,16.0,3.0,16.0
2026/27,AO-UEFA-64516,2.0,16.0,False,False,N2,UECL,CO-Q1,10.0,15.0,4.0,15.0,4.0,15.0,1.0,16.0,1.0,16.0
2026/27,AO-UEFA-64508,4.0,16.0,False,True,CW,UECL,CO-Q1,1.0,15.0,1.0,15.0,3.0,15.0,2.0,16.0,2.0,16.0
2026/27,AO-UEFA-64514,1.0,16.0,True,False,CH,UCL,CL-Q1,5.0,15.0,3.0,15.0,5.0,15.0,6.0,16.0,3.0,16.0
2026/27,AO-UEFA-50050,1.0,12.0,True,True,CH,UCL,CL-PO,2.0,12.0,1.0,12.0,1.0,12.0,1.0,12.0,1.0,12.0
2026/27,AO-UEFA-50121,3.0,12.0,False,False,N3,UEL,EL-Q3,1.0,12.0,2.0,12.0,2.0,12.0,2.0,12.0,2.0,12.0
2026/27,AO-UEFA-50120,2.0,12.0,False,False,N2,UCL,CL-Q2nc,,,,,,,,,,
2026/27,AO-UEFA-52821,5.0,12.0,False,False,N5,UECL,CO-Q2,3.0,12.0,8.0,12.0,5.0,12.0,8.0,12.0,3.0,12.0
2026/27,AO-UEFA-53035,4.0,12.0,False,False,N4,UECL,CO-Q2,8.0,12.0,5.0,12.0,7.0,12.0,9.0,12.0,8.0,12.0
2026/27,AO-UEFA-50162,3.0,16.0,False,False,N3,UECL,CO-Q2,2.0,20.0,2.0,16.0,4.0,16.0,2.0,16.0,2.0,16.0
2026/27,AO-UEFA-50069,1.0,16.0,True,True,CH,UCL,CL-Q2,1.0,20.0,1.0,16.0,1.0,16.0,1.0,16.0,1.0,16.0
2026/27,AO-UEFA-52810,2.0,16.0,False,False,N2,UEL,EL-Q1,4.0,20.0,7.0,16.0,5.0,16.0,4.0,16.0,5.0,16.0
2026/27,AO-UEFA-77924,4.0,16.0,False,False,N4,UECL,CO-Q2,,,,,,,15.0,16.0,11.0,16.0
2026/27,AO-UEFA-50156,2.0,12.0,False,False,N2,UECL,CO-Q2,2.0,13.0,4.0,12.0,1.0,12.0,4.0,12.0,4.0,12.0
2026/27,AO-UEFA-61601,3.0,12.0,False,True,CW,UEL,EL-Q1,10.0,13.0,6.0,12.0,5.0,12.0,4.0,12.0,2.0,12.0
2026/27,AO-UEFA-52797,1.0,12.0,True,False,CH,UCL,CL-Q2,1.0,13.0,1.0,12.0,2.0,12.0,1.0,12.0,1.0,12.0
2026/27,AO-UEFA-52904,3.0,12.0,False,False,N3,UECL,CO-Q2,5.0,13.0,2.0,12.0,3.0,12.0,3.0,12.0,3.0,12.0
2026/27,AO-UEFA-77916,7.0,10.0,False,True,CW,UEL,EL-Q1,8.0,10.0,10.0,10.0,,,10.0,10.0,,
2026/27,AO-UEFA-2607248,3.0,10.0,False,False,N3,UECL,CO-Q2,5.0,10.0,5.0,10.0,8.0,10.0,4.0,10.0,5.0,10.0
2026/27,AO-UEFA-59030,1.0,10.0,True,False,CH,UCL,CL-Q2,7.0,10.0,8.0,10.0,2.0,10.0,1.0,10.0,4.0,10.0
2026/27,AO-UEFA-69617,2.0,10.0,False,False,N2,UECL,CO-Q2,9.0,10.0,2.0,10.0,6.0,10.0,5.0,10.0,3.0,10.0
2026/27,AO-UEFA-50124,4.0,20.0,False,False,N4,UCL,CL-LS,1.0,20.0,3.0,20.0,3.0,20.0,4.0,20.0,3.0,20.0
2026/27,AO-UEFA-53043,6.0,20.0,False,False,N6,UEL,EL-LS,8.0,20.0,11.0,20.0,13.0,20.0,13.0,20.0,7.0,20.0
2026/27,AO-UEFA-50080,1.0,20.0,True,False,CH,UCL,CL-LS,3.0,20.0,2.0,20.0,1.0,20.0,2.0,20.0,1.0,20.0
2026/27,AO-UEFA-87960,7.0,20.0,False,False,N7,UECL,CO-PO,15.0,20.0,15.0,20.0,15.0,20.0,12.0,20.0,13.0,20.0
2026/27,AO-UEFA-52265,5.0,20.0,False,False,EPS,UCL,CL-LS,6.0,20.0,5.0,20.0,6.0,20.0,7.0,20.0,6.0,20.0
2026/27,AO-UEFA-50051,2.0,20.0,False,False,N2,UCL,CL-LS,2.0,20.0,1.0,20.0,2.0,20.0,1.0,20.0,2.0,20.0
2026/27,AO-UEFA-50123,10.0,20.0,False,True,CW,UEL,EL-LS,5.0,20.0,6.0,20.0,4.0,20.0,6.0,20.0,11.0,20.0
2026/27,AO-UEFA-70691,3.0,20.0,False,False,N3,UCL,CL-LS,7.0,20.0,7.0,20.0,5.0,20.0,8.0,20.0,5.0,20.0
2026/27,AO-UEFA-91862,3.0,16.0,False,False,N3,UECL,CO-Q2,12.0,16.0,8.0,16.0,8.0,16.0,13.0,16.0,6.0,16.0
2026/27,AO-UEFA-52343,2.0,16.0,False,False,N2,UEL,EL-Q2,8.0,16.0,5.0,16.0,3.0,16.0,7.0,16.0,2.0,16.0
2026/27,AO-UEFA-50066,4.0,16.0,False,False,N4,UECL,CO-Q2,12.0,16.0,8.0,16.0,8.0,16.0,13.0,16.0,13.0,16.0
2026/27,AO-UEFA-74233,1.0,16.0,True,True,CH,UCL,CL-Q2,5.0,16.0,9.0,16.0,9.0,16.0,10.0,16.0,5.0,16.0
2026/27,AO-UEFA-8538,3.0,12.0,False,False,N3,UECL,CO-Q2,4.0,10.0,6.0,10.0,1.0,10.0,2.0,12.0,4.0,12.0
2026/27,AO-UEFA-51151,2.0,12.0,False,True,CW,UEL,EL-Q2,7.0,10.0,5.0,10.0,6.0,10.0,5.0,12.0,8.0,12.0
2026/27,AO-UEFA-52824,4.0,12.0,False,False,N4,UECL,CO-Q2,9.0,10.0,4.0,10.0,10.0,10.0,,,9.0,12.0
2026/27,AO-UEFA-80409,1.0,12.0,True,False,CH,UCL,CL-Q2,,,,,,,,,,
2026/27,AO-UEFA-50157,4.0,18.0,False,False,N4,UEL,EL-Q2,1.0,21.0,6.0,20.0,3.0,19.0,6.0,20.0,4.0,19.0
2026/27,AO-UEFA-52692,2.0,18.0,False,False,N2,UCL,CL-Q2nc,3.0,21.0,2.0,20.0,2.0,19.0,2.0,20.0,2.0,19.0
2026/27,AO-UEFA-50067,1.0,18.0,True,False,CH,UCL,CL-LS,2.0,21.0,13.0,20.0,1.0,19.0,1.0,20.0,1.0,19.0
2026/27,AO-UEFA-2600288,5.0,18.0,False,False,N5,UECL,CO-Q2,15.0,21.0,15.0,20.0,4.0,19.0,4.0,20.0,5.0,19.0
2026/27,AO-UEFA-52731,3.0,18.0,False,True,CW,UEL,EL-PO,4.0,21.0,1.0,20.0,6.0,19.0,3.0,20.0,7.0,19.0
2026/27,AO-UEFA-52723,4.0,16.0,False,True,CW,UEL,EL-Q1,1.0,14.0,1.0,16.0,2.0,16.0,6.0,16.0,5.0,17.0
2026/27,AO-UEFA-2612107,2.0,16.0,False,False,N2,UECL,CO-Q2,,,,,,,8.0,16.0,6.0,17.0
2026/27,AO-UEFA-2613172,3.0,16.0,False,False,N3,UECL,CO-Q2,,,,,,,10.0,16.0,9.0,17.0
2026/27,AO-UEFA-52707,1.0,16.0,True,False,CH,UCL,CL-LS,1.0,14.0,1.0,16.0,1.0,16.0,1.0,16.0,1.0,17.0
2026/27,AO-UEFA-53071,4.0,12.0,False,True,CW,UECL,CO-Q1,6.0,12.0,4.0,12.0,9.0,12.0,5.0,12.0,4.0,12.0
2026/27,AO-UEFA-64275,2.0,12.0,False,False,N2,UECL,CO-Q1,1.0,12.0,9.0,12.0,2.0,12.0,2.0,12.0,8.0,12.0
2026/27,AO-UEFA-2606314,3.0,12.0,False,False,N3,UECL,CO-Q1,4.0,12.0,6.0,12.0,3.0,12.0,7.0,12.0,2.0,12.0
2026/27,AO-UEFA-60457,1.0,12.0,True,False,CH,UCL,CL-Q1,2.0,12.0,1.0,12.0,1.0,12.0,1.0,12.0,1.0,12.0
